blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,noticeDate,Lat,Lon
3403 003,1554 CLIFTON AVE,PENN NORTH,7,WESTERN,1/29/10,39.31320964,-76.64472946
0213 024,1520 HOLLINS ST,UNION SQUARE,9,SOUTHERN,12/15/11,39.28770541,-76.64173162
1516 021,1336 N WASHINGTON ST,BROADWAY EAST,13,EASTERN,8/22/08,39.30623872,-76.59030504
0207 012,1938 HOLLINS ST,BOYD-BOOTH,9,SOUTHWESTERN,4/1/11,39.28729703,-76.64801862
0148 035,322 N FULTON AVE,FRANKLIN SQUARE,9,WESTERN,12/26/12,39.29269969,-76.64569584
1102 053,1832 N BROADWAY,OLIVER,12,EASTERN,5/19/06,39.31152614,-76.59547802
1125 031,1534 N CAROLINE ST,OLIVER,12,EASTERN,8/14/12,39.30818341,-76.59849968
1101 079,1820 N DALLAS ST,OLIVER,12,EASTERN,12/13/05,39.31119783,-76.59784934
2153 077,15 GORMAN AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,6/7/07,39.28847439,-76.65342647
0059 066,1005 MCKEAN AVE,SANDTOWN-WINCHESTER,9,WESTERN,10/17/07,39.30028446,-76.64658248
3004 044,2937 WALBROOK AVE,WALBROOK,7,SOUTHWESTERN,10/24/14,39.30998443,-76.66687963
0119 038,1953 EDMONDSON AVE,MIDTOWN-EDMONDSON,9,WESTERN,12/21/10,39.29486967,-76.64878438
2452 010I,3040 BRIGHTON ST,ROSEMONT,9,SOUTHWESTERN,3/22/13,39.30537474,-76.66850916
3965 046,1610 CHILTON ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,1/30/15,39.32774253,-76.59376724
0008 032,1725 MCKEAN AVE,SANDTOWN-WINCHESTER,7,WESTERN,4/22/09,39.30841176,-76.64699099
1131 038,1423 ENSOR ST,OLIVER,12,EASTERN,9/24/14,39.30678113,-76.60361352
1517 101,2039 ELLSWORTH ST,BROADWAY EAST,13,EASTERN,12/19/05,39.30598215,-76.58881546
5898H060,4003 EIERMAN AVE,ARCADIA,3,NORTHEASTERN,2/3/15,39.330178,-76.56661305
4019 001,500 E 21ST ST,EAST BALTIMORE MIDWAY,12,EASTERN,3/6/08,39.31369616,-76.60935543
3327C020,3431 PARK HEIGHTS AVE,PARK CIRCLE,6,NORTHWESTERN,6/3/14,39.32710411,-76.65716489
5152 004,506 WOODBOURNE AVE,MID-GOVANS,4,NORTHERN,8/28/15,39.35562586,-76.6089129
2406 061,1700 N DUKELAND ST,NORTHWEST COMMUNITY ACTION,7,SOUTHWESTERN,4/11/08,39.30739942,-76.66371381
5804 077,3307 LERCH DR,WALTHERSON,3,NORTHEASTERN,3/13/15,39.34501428,-76.56177222
0087 014,1526 W LANVALE ST,HARLEM PARK,9,WESTERN,3/19/09,39.29794738,-76.64241767
2742 007,3917 W FOREST PARK AVE,CONCERNED CITIZENS OF FOREST PARK,6,NORTHWESTERN,6/28/12,39.324686,-76.68533017
0021 020,1701 BAKER ST,SANDTOWN-WINCHESTER,7,WESTERN,4/29/15,39.30651273,-76.6449414
0118 071,501 N BRICE ST,MIDTOWN-EDMONDSON,9,WESTERN,8/5/11,39.29406782,-76.64952815
1450 029,2107 E NORTH AVE,BROADWAY EAST,12,EASTERN,6/10/11,39.31216646,-76.58838377
3402 041,1614 CLIFTON AVE,PENN NORTH,7,WESTERN,6/29/09,39.31222354,-76.64603513
0777 088,1421 WARD ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,5/16/14,39.27859044,-76.63657492
0156 034,1038 W SARATOGA ST,POPPLETON,9,WESTERN,11/8/04,39.29259048,-76.63502035
0047 047,1111 N BENTALOU ST,BRIDGEVIEW/GREENLAWN,9,WESTERN,1/11/06,39.30100322,-76.65330696
1607 085,819 N BRADFORD ST,MILTON-MONTFORD,13,EASTERN,11/7/14,39.30043068,-76.58436615
2170B062,2543 W FAIRMOUNT AVE,SHIPLEY HILL,9,SOUTHWESTERN,6/26/06,39.28812035,-76.6576618
1590 099,909 N BRADFORD ST,MILTON-MONTFORD,13,EASTERN,1/30/15,39.30134707,-76.58439097
0077 008,1321 MOSHER ST,SANDTOWN-WINCHESTER,9,WESTERN,7/17/09,39.29991302,-76.63947165
0036A012,1320 N CAREY ST,SANDTOWN-WINCHESTER,7,WESTERN,10/2/15,39.30410108,-76.63927398
0185 026,1050 W FAYETTE ST,POPPLETON,9,WESTERN,1/29/10,39.29008495,-76.63534099
2377D034,602 CLAYMONT AVE,MOSHER,9,WESTERN,4/15/08,39.29501295,-76.66087482
3443 042,719 RESERVOIR ST,RESERVOIR HILL,7,CENTRAL,10/23/14,39.31251035,-76.62892073
2401A011,2721 W NORTH AVE,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,1/23/15,39.30897535,-76.66170499
0708 080,434 S PARRISH ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,1/18/13,39.28245813,-76.64149579
0767 086,1316 SARGEANT ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,4/23/14,39.28069558,-76.63651795
1484 082,1515 N BRADFORD ST,BROADWAY EAST,13,EASTERN,9/2/11,39.30843279,-76.58486793
0313 064,568 PRESSTMAN ST,UPTON,11,CENTRAL,10/27/06,39.30650814,-76.63701807
0378 025,1413 MCCULLOH ST,MADISON PARK,11,CENTRAL,2/6/08,39.30382187,-76.62896301
4130 027C,1623 ABBOTSTON ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,5/20/11,39.32242676,-76.59413205
1164A082,1611 HAKESLEY PL,OLIVER,12,EASTERN,5/6/14,39.30465975,-76.59586949
1529 005,1208 N GAY ST,BROADWAY EAST,12,EASTERN,11/14/13,39.30448973,-76.59395018
0055B008,1114 N CAREY ST,SANDTOWN-WINCHESTER,9,WESTERN,6/29/09,39.30154246,-76.63910281
1553 028,1102 N PATTERSON PARK AVE,MIDDLE EAST,13,EASTERN,12/15/10,39.30394909,-76.58568796
1101 039,1535 E NORTH AVE,OLIVER,12,EASTERN,8/8/05,39.31172552,-76.59719412
0062 021,1040 N STRICKER ST,SANDTOWN-WINCHESTER,9,WESTERN,3/30/15,39.3009453,-76.6419243
3325 005,3508 PARK HEIGHTS AVE,PARK CIRCLE,6,NORTHWESTERN,7/13/06,39.32843646,-76.65867255
3936 091,2734 FENWICK AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,4/9/13,39.32303795,-76.5905542
3347D027,2637 QUANTICO AVE,GREENSPRING,6,NORTHERN,7/29/11,39.33731334,-76.66255021
1463 080,1710 N BRADFORD ST,BROADWAY EAST,13,EASTERN,8/12/11,39.31024184,-76.58526777
0180 033,1628 W FAYETTE ST,FRANKLIN SQUARE,9,WESTERN,3/15/06,39.28981663,-76.64354334
4550 014,3526 W BELVEDERE AVE,ARLINGTON,5,NORTHWESTERN,6/28/10,39.34699723,-76.6796639
3327D041A,3430 HILLDALE PL,PARK CIRCLE,6,NORTHWESTERN,11/21/12,39.32911523,-76.65711912
3400 034,1734 W NORTH AVE,PENN NORTH,7,WESTERN,7/19/06,39.31015838,-76.64598237
2140 064,2618 LEHMAN ST,MILLHILL,9,SOUTHWESTERN,8/22/03,39.28112834,-76.65750928
4.11E+18,2629 GARRETT AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,7/2/14,39.32021626,-76.59704545
1127 043,1532 N BROADWAY,OLIVER,12,EASTERN,7/10/07,39.30816613,-76.59526982
1533 010,2018 E BIDDLE ST,BROADWAY EAST,12,EASTERN,6/19/07,39.30470177,-76.58936976
1591 095,911 N PORT ST,MILTON-MONTFORD,13,EASTERN,11/9/07,39.3014326,-76.58298325
7446 009,2317 ANNAPOLIS ROAD,WESTPORT,10,SOUTHERN,8/28/15,39.26253765,-76.63393877
0329 001,1800 MCCULLOH ST,DRUID HEIGHTS,11,CENTRAL,2/13/14,39.30643191,-76.63293271
1658 058,508 N BELNORD AVE,MCELDERRY PARK,13,SOUTHEASTERN,1/9/08,39.29731659,-76.57884948
4607 028,3514 WOODLAND AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,11/15/12,39.34207916,-76.67375931
2205 084,2416 W FRANKLIN ST,ROSEMONT HOMEOWNERS/TENANTS,9,WESTERN,1/31/14,39.293653,-76.6553989
1549 001,1842 E CHASE ST,MIDDLE EAST,12,EASTERN,1/21/10,39.30353593,-76.59135966
3022 006,3023 WINDSOR AVE,WALBROOK,7,SOUTHWESTERN,9/3/15,39.31196505,-76.66845217
5930 027,4209 NICHOLAS AVE,BELAIR-EDISON,2,NORTHEASTERN,4/11/08,39.32864701,-76.56376314
0190 047,2119 W FAYETTE ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,12/11/11,39.28915373,-76.65073115
3205 006,1910 N PULASKI ST,MONDAWMIN,7,WESTERN,7/1/15,39.31033297,-76.65158346
2282 008,3413 W FRANKLIN ST,LOWER EDMONDSON VILLAGE,8,SOUTHWESTERN,2/24/12,39.29255868,-76.67493268
1184 006,910 E EAGER ST,JOHNSTON SQUARE,12,EASTERN,7/21/08,39.30165386,-76.60455158
2406 047,1727 POPLAR GROVE ST,NORTHWEST COMMUNITY ACTION,7,SOUTHWESTERN,6/17/14,39.30785045,-76.6654222
0233 035,1224 W LOMBARD ST,HOLLINS MARKET,9,SOUTHERN,1/16/15,39.28676722,-76.63744646
2127 035,521 S CATON AVE,GWYNNS FALLS,10,SOUTHWESTERN,12/3/13,39.27828525,-76.67074151
0060 066,1704 MOSHER ST,SANDTOWN-WINCHESTER,9,WESTERN,3/14/14,39.30011591,-76.64497155
4166A005,1608 E 25TH ST,DARLEY PARK,14,EASTERN,7/3/07,39.31666931,-76.59490075
1473 029,1630 N BRADFORD ST,BROADWAY EAST,13,EASTERN,3/21/12,39.30972997,-76.58529148
4606 043,4716 WILERN AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,9/4/15,39.3443114,-76.67365175
3324 038,3609 REISTERSTOWN ROAD,PARK CIRCLE,6,NORTHWESTERN,8/17/06,39.32930631,-76.66016997
0289 043,437 S SMALLWOOD ST,CARROLLTON RIDGE,9,SOUTHWESTERN,7/30/09,39.28218226,-76.65087137
1671 072,426 N BRADFORD ST,MCELDERRY PARK,13,SOUTHEASTERN,5/30/14,39.29630441,-76.58442555
3836B007,2534 GREENMOUNT AVE,HARWOOD,12,NORTHERN,7/23/13,39.31901548,-76.60972076
4581 033,3328 W GARRISON AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,1/24/13,39.34587291,-76.67657539
0340 010,1716 MCCULLOH ST,UPTON,11,CENTRAL,1/8/09,39.30590975,-76.63238725
3342 055,2601 SHIRLEY AVE,GREENSPRING,6,NORTHERN,3/22/08,39.33483165,-76.66121635
2539 025,264 S LOUDON AVE,IRVINGTON,8,SOUTHWESTERN,3/14/14,39.28217213,-76.68236431
1107 052,1416 E LANVALE ST,OLIVER,12,EASTERN,2/10/12,39.30960366,-76.59928819
0265 097,1306 KUPER ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,3/28/13,39.2851323,-76.63883635
3815 046,2200 GREENMOUNT AVE,BARCLAY,12,EASTERN,6/30/08,39.31487267,-76.6097504
0707 079,425 S VINCENT ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,4/2/15,39.2825172,-76.6426023
1627 028,2723 E MADISON ST,MADISON-EASTEND,13,EASTERN,7/31/15,39.29985758,-76.57868199
1670 027,2231 JEFFERSON ST,CARE,13,EASTERN,5/17/15,39.29641344,-76.58555412
4048 051,3604 OLD YORK ROAD,WAVERLY,14,NORTHERN,1/6/12,39.33241191,-76.60808981
3804 006,434 E NORTH AVE,BARCLAY,12,EASTERN,1/23/07,39.3116935,-76.6098933
1101 100,1825 N DALLAS ST,OLIVER,12,EASTERN,11/26/07,39.31129413,-76.59756506
5750A144,3810 EVERGREEN AVE,GLENHAM-BELHAR,2,NORTHEASTERN,5/14/15,39.34640797,-76.5488884
3196F002,4526 REISTERSTOWN ROAD,LUCILLE PARK,6,NORTHWESTERN,12/23/10,39.33999591,-76.67098813
0620 020,113 N HOWARD ST,DOWNTOWN,11,CENTRAL,1/2/15,39.2909425,-76.61922776
2153 070,29 GORMAN AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,8/20/10,39.2887355,-76.65344093
0072 070,919 MCKEAN AVE,SANDTOWN-WINCHESTER,9,WESTERN,4/3/07,39.29946269,-76.64654729
4012 028,2068 KENNEDY AVE,EAST BALTIMORE MIDWAY,12,EASTERN,7/24/07,39.31447651,-76.60346803
0156 036,1034 W SARATOGA ST,POPPLETON,9,WESTERN,11/8/04,39.29259383,-76.63493735
7643 027,2753 ROUND ROAD,CHERRY HILL,10,SOUTHERN,6/6/14,39.24741863,-76.62781724
7841 070,1903 GRINNALDS AVE,MORRELL PARK,10,SOUTHWESTERN,7/25/15,39.26724442,-76.6509569
7087 032,3612 9TH ST,BROOKLYN,10,SOUTHERN,11/17/09,39.2342212,-76.59832012
1450 042,2133 E NORTH AVE,BROADWAY EAST,12,EASTERN,3/9/07,39.31220145,-76.58768973
2402 017,2753 W NORTH AVE,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,5/9/06,39.30893561,-76.66279691
2507 010,3804 HARLEM AVE,EDMONDSON VILLAGE,8,SOUTHWESTERN,9/4/15,39.29530547,-76.68045717
1591 097,907 N PORT ST,MILTON-MONTFORD,13,EASTERN,10/18/13,39.30136553,-76.58297876
0163 028,225 N MONROE ST,FRANKLIN SQUARE,9,WESTERN,11/23/11,39.29114648,-76.6468302
0242 109,1914 LEMMON ST,CARROLLTON RIDGE,9,SOUTHERN,8/7/09,39.28575002,-76.64745305
6005 003A,4302 ARIZONA AVE,FRANKFORD,2,NORTHEASTERN,6/19/15,39.34001566,-76.54576233
1675 043,430 N KENWOOD AVE,MCELDERRY PARK,13,SOUTHEASTERN,1/23/07,39.29645226,-76.57813321
1132 004,1106 E HOFFMAN ST,OLIVER,12,EASTERN,8/10/07,39.30628783,-76.60281983
1625 069,702 N ROSE ST,MILTON-MONTFORD,13,EASTERN,8/24/07,39.29922593,-76.58180041
1460 050,1735 N CHESTER ST,BROADWAY EAST,12,EASTERN,1/13/12,39.31046259,-76.58832922
0103 031,706 N ARLINGTON AVE,HARLEM PARK,9,WESTERN,2/25/15,39.29701252,-76.63600627
0005 032,1809 N MOUNT ST,SANDTOWN-WINCHESTER,7,WESTERN,7/8/11,39.30915877,-76.64469231
3808 018,2022 N CALVERT ST,BARCLAY,12,NORTHERN,9/28/12,39.31293006,-76.61416177
0192 077,1926 W FAIRMOUNT AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,1/28/08,39.2889908,-76.64801281
4459 006,5707 WINNER AVE,GLEN,5,NORTHWESTERN,5/7/15,39.35605124,-76.68031156
1455 013,1619 N MILTON AVE,BEREA,13,EASTERN,9/25/07,39.309469,-76.58260697
1112 031,1624 HOLBROOK ST,OLIVER,12,EASTERN,12/28/12,39.30873869,-76.60346528
0020 047D,1519 N MONROE ST,SANDTOWN-WINCHESTER,7,WESTERN,12/3/14,39.30606961,-76.64768285
0083 072,812 N MONROE ST,MIDTOWN-EDMONDSON,9,WESTERN,4/13/10,39.29813755,-76.64774703
0125 010,518 N CAREY ST,HARLEM PARK,9,WESTERN,11/15/13,39.29473353,-76.63877158
0176 025,107 N PULASKI ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,8/22/12,39.28984082,-76.64991276
1529 022,1242 N GAY ST,BROADWAY EAST,12,EASTERN,4/30/15,39.30494521,-76.59339841
2153 066,37 GORMAN AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,7/10/13,39.28888385,-76.65344916
3836B040,404 E 25TH ST,HARWOOD,12,NORTHERN,6/26/15,39.31832707,-76.61086475
3405 026,1614 W NORTH AVE,PENN NORTH,7,WESTERN,10/4/12,39.31026124,-76.64378819
4607 011,3410 WOODLAND AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,7/28/15,39.34255763,-76.67356394
1623 017,2319 E MADISON ST,MILTON-MONTFORD,13,EASTERN,4/8/11,39.29965074,-76.58421649
1656 082,509 N ROSE ST,MCELDERRY PARK,13,SOUTHEASTERN,5/8/13,39.2972133,-76.58130172
1473 038,1612 N BRADFORD ST,BROADWAY EAST,13,EASTERN,2/25/10,39.30943424,-76.58527293
2475D054,637 N ROSEDALE ST,FRANKLINTOWN ROAD,9,SOUTHWESTERN,4/16/12,39.29547405,-76.6684323
0126 002,502 N CARROLLTON AVE,HARLEM PARK,9,WESTERN,2/10/12,39.29438365,-76.63733243
0271 053,347 FURROW ST,CARROLLTON RIDGE,9,SOUTHWESTERN,12/11/07,39.28318323,-76.65170586
3303 033,3131 OAKFORD AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,2/28/12,39.3404096,-76.66620992
2903 014,3606 SPRINGDALE AVE,FOREST PARK,6,NORTHWESTERN,8/20/11,39.32420292,-76.67790022
1474 017F,1611 N PORT ST,BROADWAY EAST,13,EASTERN,3/30/11,39.30949153,-76.58347233
2170B066,2551 W FAIRMOUNT AVE,SHIPLEY HILL,9,SOUTHWESTERN,5/19/11,39.28811189,-76.65786023
3457 039,2412 CALLOW AVE,RESERVOIR HILL,7,CENTRAL,4/27/10,39.31482614,-76.63171997
0224 031,1909 HOLLINS ST,BOYD-BOOTH,9,SOUTHWESTERN,7/30/10,39.28696127,-76.64726192
3408 008,1535 CLIFTON AVE,PENN NORTH,7,WESTERN,3/22/06,39.31330618,-76.64392475
0106 104,616 N BRICE ST,MIDTOWN-EDMONDSON,9,WESTERN,6/3/08,39.29567119,-76.6499669
2201 057,2313 LAURETTA AVE,ROSEMONT HOMEOWNERS/TENANTS,9,WESTERN,10/2/15,39.29394721,-76.65363054
3301 101,4611 REISTERSTOWN ROAD,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,3/13/06,39.3406961,-76.67183216
0096 037,1825 W LANVALE ST,HARLEM PARK,9,WESTERN,1/25/06,39.29737421,-76.64693184
0294 036,1743 N CAREY ST,PENN NORTH,7,WESTERN,12/2/14,39.3095669,-76.64333169
0169 025,239 N CAREY ST,POPPLETON,9,WESTERN,9/6/12,39.29206969,-76.63809675
0083 038,823 N PAYSON ST,MIDTOWN-EDMONDSON,9,WESTERN,11/10/11,39.29828636,-76.64895451
3406 079,1514 TRACTION ST,PENN NORTH,7,WESTERN,12/19/12,39.31097149,-76.6427724
7202 022,4607 PENNINGTON AVE,CURTIS BAY,10,SOUTHERN,11/7/14,39.22429339,-76.5881082
0116 024,903 HARLEM AVE,HARLEM PARK,9,WESTERN,2/4/15,39.29666217,-76.63339144
1661 049,529 N DECKER AVE,ELLWOOD PARK/MONUMENT,13,SOUTHEASTERN,7/1/11,39.29761094,-76.57419944
4132 063,1571 ABBOTSTON ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,1/22/08,39.32285409,-76.5948161
4093 012,3012 LOCH RAVEN ROAD,BETTER WAVERLY,14,NORTHERN,2/11/11,39.32357409,-76.60191556
3427 026,2237 EUTAW PL,RESERVOIR HILL,7,CENTRAL,12/18/13,39.31161619,-76.63462248
0696 027,2216 WILKENS AVE,CARROLLTON RIDGE,9,SOUTHWESTERN,2/15/06,39.2808088,-76.65115757
4123 074,1774 HOMESTEAD ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,1/27/12,39.31960171,-76.59310777
4165 070,1621 NORMAL AVE,DARLEY PARK,14,EASTERN,8/10/07,39.31576369,-76.59510383
3059B012,2528 N ELLAMONT ST,HANLON-LONGWOOD,7,NORTHWESTERN,11/7/14,39.31621238,-76.67169803
0050 057,1130 MCKEAN AVE,SANDTOWN-WINCHESTER,9,WESTERN,1/29/13,39.30183063,-76.64711796
0378 005,1408 1/2 MADISON AVE,MADISON PARK,11,CENTRAL,6/23/08,39.30408618,-76.62855338
1478 085,1512 N DURHAM ST,BROADWAY EAST,12,EASTERN,4/23/08,39.30808773,-76.59229563
3845 026,434 WHITRIDGE AVE,HARWOOD,12,NORTHERN,12/20/11,39.32170821,-76.61013203
1607 024,2301 ASHLAND AVE,MILTON-MONTFORD,13,EASTERN,12/4/12,39.30067936,-76.58479488
0244 063,1721 LEMMON ST,UNION SQUARE,9,SOUTHERN,10/28/11,39.28563239,-76.64451412
2295 017,516 N LOUDON AVE,ALLENDALE,8,SOUTHWESTERN,8/3/12,39.29299569,-76.68281253
2402 027,1822 ASHBURTON ST,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,10/10/13,39.3086893,-76.66251408
0073 016,1717 MOSHER ST,SANDTOWN-WINCHESTER,9,WESTERN,5/1/12,39.29969309,-76.64521611
2451 019,1507 N ELLAMONT ST,ROSEMONT,9,SOUTHWESTERN,6/2/06,39.30464383,-76.670398
2393 025,2746 RIGGS AVE,WINCHESTER,9,SOUTHWESTERN,3/8/13,39.30059028,-76.66308811
0412 005,1208 ARGYLE AVE,UPTON,11,CENTRAL,2/28/06,39.29888687,-76.63106921
1624 036,2431 E MADISON ST,MILTON-MONTFORD,13,EASTERN,9/7/07,39.29969384,-76.58276806
0260 003,1805 W PRATT ST,CARROLLTON RIDGE,9,SOUTHERN,1/4/08,39.28504369,-76.64525818
0294 079,2426 N STOCKTON ST,PENN NORTH,7,WESTERN,11/13/07,39.30938424,-76.64274481
0204 049,2156 HOLLINS ST,BOYD-BOOTH,9,SOUTHWESTERN,11/7/14,39.28711548,-76.65175394
1148 005,1309 N CENTRAL AVE,OLIVER,12,EASTERN,1/30/15,39.30544275,-76.60024885
0013A021,1628 MCKEAN AVE,SANDTOWN-WINCHESTER,7,WESTERN,2/20/15,39.30748895,-76.64744894
0049 006,1110 N MONROE ST,MIDTOWN-EDMONDSON,9,WESTERN,4/23/10,39.30119195,-76.6479095
0452 070,824 EDMONDSON AVE,UPTON,11,CENTRAL,6/2/09,39.29633494,-76.63178997
3209 042,2013 N MONROE ST,MONDAWMIN,7,WESTERN,12/30/11,39.31146908,-76.64800004
4606 017,3332 1/2 WOODLAND AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,2/7/14,39.34343633,-76.67320506
1555 012,1122 N MILTON AVE,BIDDLE STREET,13,EASTERN,12/7/12,39.30441448,-76.58290917
3973C003,603 SPRINGFIELD AVE,PEN LUCY,4,NORTHERN,1/13/12,39.34051801,-76.60695549
3085A063,2104 ASHBURTON ST,PANWAY/BRADDISH AVENUE,7,WESTERN,12/31/09,39.31163112,-76.66265655
3307 019,4151 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,5/3/12,39.33665248,-76.6633573
0096 002,702 N FULTON AVE,HARLEM PARK,9,WESTERN,11/7/07,39.29660115,-76.64598876
0200 121,1100 W FAIRMOUNT AVE,POPPLETON,9,WESTERN,7/9/12,39.2892889,-76.63639674
4606 029,4721 BEAUFORT AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,5/16/14,39.34365565,-76.67413269
2300 037,2102 WESTWOOD AVE,EASTERWOOD,7,WESTERN,3/9/07,39.30885851,-76.65176138
2475 017,3032 EDMONDSON AVE,FRANKLINTOWN ROAD,9,SOUTHWESTERN,8/7/15,39.29457744,-76.66768423
0213 011,1521 W BALTIMORE ST,FRANKLIN SQUARE,9,WESTERN,7/6/13,39.28813684,-76.64176207
3342 075,3912 COTTAGE AVE,GREENSPRING,6,NORTHERN,11/22/06,39.33460491,-76.6612392
2175 091,46 S CATHERINE ST,SHIPLEY HILL,9,SOUTHWESTERN,5/1/07,39.28630535,-76.65632488
1503 056,2314 E HOFFMAN ST,BROADWAY EAST,13,EASTERN,6/30/08,39.30699162,-76.58484041
1591 108,914 N PORT ST,MILTON-MONTFORD,13,EASTERN,7/15/14,39.3014846,-76.58334914
0197 013,1425 W FAYETTE ST,FRANKLIN SQUARE,9,WESTERN,8/14/06,39.28944499,-76.64073391
1570 058,2224 PRENTISS PL,MIDDLE EAST,13,EASTERN,1/26/11,39.30312322,-76.58626059
0235 098,1011 BOYD ST,HOLLINS MARKET,9,SOUTHERN,6/25/14,39.28710877,-76.63416757
7245A002,3603 SAINT MARGARET ST,BROOKLYN,10,SOUTHERN,5/16/15,39.23344178,-76.59496599
0328 087,1812 ETTING ST,DRUID HEIGHTS,11,CENTRAL,8/30/05,39.30578308,-76.63451249
0336 038,640 PITCHER ST,UPTON,11,CENTRAL,12/12/12,39.30235299,-76.63539244
3834 050A,342 E 25 1/2 ST,HARWOOD,12,NORTHERN,7/10/15,39.31871376,-76.61165864
2475 010,3018 EDMONDSON AVE,FRANKLINTOWN ROAD,9,SOUTHWESTERN,11/18/08,39.29458914,-76.66732603
0698 003,404 S PAYSON ST,CARROLLTON RIDGE,9,SOUTHERN,1/31/08,39.28257009,-76.64855317
2243B046,138 PALORMO AVE,SAINT JOSEPHS,8,SOUTHWESTERN,12/14/12,39.28358313,-76.67528803
2401B037,1725 ASHBURTON ST,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,4/19/05,39.30794961,-76.66187705
0077 014,1333 MOSHER ST,SANDTOWN-WINCHESTER,9,WESTERN,7/17/09,39.2999019,-76.63976648
3326 045,3423 REISTERSTOWN ROAD,PARK CIRCLE,6,NORTHWESTERN,6/13/14,39.32734668,-76.65861077
0275 117,1839 WILHELM ST,CARROLLTON RIDGE,9,SOUTHERN,1/29/08,39.28357129,-76.64621238
0072 034,921 N MONROE ST,SANDTOWN-WINCHESTER,9,WESTERN,10/26/06,39.29947309,-76.64728942
0014 054,1651 MCKEAN AVE,SANDTOWN-WINCHESTER,7,WESTERN,4/3/09,39.30770823,-76.6469506
5181 021,5012 IVANHOE AVE,WINSTON-GOVANS,4,NORTHERN,8/28/15,39.34906025,-76.60499516
0213 005,1509 W BALTIMORE ST,FRANKLIN SQUARE,9,WESTERN,4/12/10,39.28815372,-76.6413799
2444 046,2923 ELLICOTT DRIVEWAY,WINCHESTER,9,SOUTHWESTERN,7/1/15,39.30189087,-76.66667492
4624 048,3309 VIRGINIA AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,10/17/12,39.34308433,-76.67148356
5203A006,711 E 43RD ST,PEN LUCY,4,NORTHERN,4/14/08,39.34177862,-76.60585658
3212 047,2107 CLIFTON AVE,MONDAWMIN,7,WESTERN,2/12/13,39.31160802,-76.6519925
0856A074,637 ARCHER ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,4/23/14,39.28138065,-76.62987309
1466 026,1711 E LANVALE ST,BROADWAY EAST,12,EASTERN,2/17/10,39.30943249,-76.59408353
1477 117,1702 CRYSTAL AVE,BROADWAY EAST,12,EASTERN,4/17/15,39.3081753,-76.59353352
0263 044,238 S STRICKER ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,8/23/07,39.28455966,-76.640986
2113 060,3116 WILKENS AVE,GWYNNS FALLS,10,SOUTHWESTERN,9/18/07,39.27562478,-76.66680983
2393 031,1101 N DUKELAND ST,WINCHESTER,9,SOUTHWESTERN,7/10/06,39.30078483,-76.66321421
1457 061,1802 E LANVALE ST,BROADWAY EAST,12,EASTERN,6/20/06,39.30987555,-76.59242674
2542 022,222 S COLLINS AVE,IRVINGTON,8,SOUTHWESTERN,8/7/14,39.28262467,-76.68369886
3301 217,3203 SAINT AMBROSE AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,11/18/09,39.34224672,-76.67000895
2174B025,53 S CATHERINE ST,SHIPLEY HILL,9,SOUTHWESTERN,7/24/13,39.28627154,-76.6557311
5053 010,4618 YORK ROAD,KERNEWOOD,4,NORTHERN,1/27/12,39.34495103,-76.60992067
